Restaurant Name,City,Primary Cuisine,Cost Category,Rating,Votes,Latitude,Longitude
Lapaalap,noida,north indian,low,3.0,5,28.5821309,77.3187567
Fresh Food Factory,noida,north indian,low,4.0,140,28.5810955,77.3173193
Bollycric,noida,north indian,low,1.0,3,0.0,0.0
The Kitchen Factory,noida,north indian,low,1.0,3,28.5810132,77.3173563
Caffí© La Poya,noida,cafe,medium,3.5,164,28.5722363,77.3409391
Elixir Health Cafí©,noida,cafe,medium,3.5,131,28.5724711,77.3408326
Radhey Foodz,noida,north indian,low,3.0,4,28.576754,77.346491
The Kitchen,noida,north indian,medium,2.5,20,28.5791986,77.3394417
Uncle's Treat,noida,chinese,low,3.0,5,28.5793226,77.34303586
Wow! Momo,noida,chinese,low,2.5,32,28.5743086,77.3536634
KD's Hunger Point,noida,north indian,low,3.5,49,0.0,0.0
Food Town,noida,chinese,low,1.0,0,0.0,0.0
The Big Chefs,noida,north indian,medium,1.0,1,28.5773502,77.3469342
The Big Scoop,noida,ice cream,low,1.0,0,28.5744592,77.347652
Govinda's Restaurant,noida,north indian,low,3.0,8,28.5866196,77.3499908
Not Just Dilli,noida,street food,low,3.0,15,28.5743086,77.3536634
RollsKing,noida,fast food,low,3.5,22,28.5743086,77.3536634
Bunz & Dogz,noida,american,low,1.0,1,28.58791339,77.35415488
Radha Rani Bakery,noida,bakery,low,1.0,2,28.5865079,77.3502339
Chauhan Vatika,noida,north indian,medium,3.0,28,28.5818244,77.36111
Frozen Stone,noida,fast food,low,3.0,4,28.5743086,77.3536634
Kavita's Restaurant,noida,north indian,medium,2.5,37,28.5835424,77.3636829
Mudrika Food Factory,noida,north indian,medium,2.5,20,28.5838901,77.3573419
Pind Balluchi,noida,north indian,medium,3.0,7,28.5743086,77.3536634
Zaffran- Ikshita's Kitchen,noida,kashmiri,low,3.0,5,28.5840221,77.3577905
Chaayos,noida,cafe,low,3.5,18,28.5743086,77.3536634
Punjabi Tadka,noida,north indian,low,3.5,70,28.583684,77.360356
Cafe Krisa,noida,bakery,low,1.0,0,28.5839882,77.3574316
Chill Grill,noida,fast food,medium,1.0,0,28.5743086,77.3536634
Maa Ka Khaana,noida,north indian,low,1.0,0,28.5820375,77.3614689
The Beer Cafe,noida,north indian,high,1.0,3,28.5743086,77.3536634
Heaven's Point,noida,fast food,low,3.0,6,28.5691352,77.3425375
Kamboj's,noida,north indian,medium,3.0,239,28.5661407,77.3402775
Mexican Pizza,noida,pizza,medium,3.5,15,28.5653946,77.3404288
Shahenshah,noida,north indian,medium,3.0,7,28.5644063,77.3376836
Snack Chat,noida,fast food,medium,3.5,23,28.5660756,77.3405146
The Amazing Buger's,noida,fast food,low,3.0,8,28.5651685,77.3397535
The Black Box,noida,north indian,low,3.0,6,28.565446,77.340435
Al Bake,noida,fast food,low,3.5,72,28.5654172,77.3403587
Asian Fun,noida,chinese,medium,4.0,113,28.565491,77.340025
Burnout,noida,continental,low,3.5,111,28.52998373,77.37565689
Cafe Fusion,noida,cafe,low,3.5,68,28.56619633,77.34083544
Fit Bites,noida,healthy food,medium,3.5,26,28.566297,77.340721
Go Krazy,noida,italian,low,3.5,27,28.565437,77.3403537
Green Restaurant,noida,north indian,low,3.5,47,28.5661948,77.3408326
Hunger Strike,noida,fast food,low,3.5,92,28.5653946,77.3404288
The Munchkart Cafe,noida,fast food,low,4.0,34,28.56528114,77.34018199
Thee Pot,noida,cafe,low,3.5,80,28.5653929,77.3399353
Waffles and Crepes,noida,desserts,low,4.0,66,28.5655401,77.3400699
Biryani Vice,noida,north indian,medium,1.0,0,0.0,0.0
Chinese Chilly Sizzler,noida,chinese,low,1.0,2,28.5699307,77.3457285
Moonlight Cafe,noida,continental,low,1.0,3,28.56573444,77.34016448
Sugar Ruffles,noida,bakery,medium,1.0,0,28.5686715,77.3404737
Bistro 37,noida,fast food,low,4.5,1005,28.5652948,77.3397409
Desi Swag,noida,north indian,medium,4.5,96,28.5653117,77.340025
Teasta,noida,fast food,low,4.0,632,28.565491,77.340025
Appu Ghar Express,noida,fast food,low,3.0,63,28.5641453,77.323737
Barista,noida,cafe,medium,3.0,26,28.5640131,77.334633
Burger King,noida,burger,medium,3.0,13,28.5640131,77.334633
Keventers,noida,beverages,low,3.0,7,28.5643934,77.3221651
Kenny Rogers Roasters,noida,american,high,3.5,53,28.5645948,77.3220403
McDonald's,noida,fast food,medium,3.5,53,28.5664384,77.3254169
Baskin Robbins,noida,ice cream,low,1.0,2,28.5648303,77.3216286
Cafe Buddy's,noida,fast food,low,1.0,1,28.5643808,77.3349102
Fusionn Rolls,noida,chinese,low,1.0,0,0.0,0.0
Kwality Walls - Happiness Station,noida,ice cream,low,1.0,0,28.5677206,77.3263626
Shakti Food & Restaurant,noida,north indian,low,1.0,0,28.5693451,77.3281989
Domino's Pizza,noida,pizza,medium,2.5,70,28.564222,77.334211
Mr. Brown,noida,bakery,medium,4.0,183,28.56437507,77.33417619
Chef's Bar-Be-Que,noida,north indian,medium,3.5,69,28.5672202,77.3498054
Sen's Sational Xpress Kitchen,noida,north indian,medium,3.0,7,0.0,0.0
Shanghai Dreams,noida,chinese,low,3.0,4,28.56699945,77.34990894
InnerChef,noida,north indian,medium,3.5,10,28.0,0.0
Antaryami Paratha Corner,noida,north indian,low,1.0,1,28.5810716,77.3219012
F-all (Food for All),noida,north indian,low,3.5,24,28.5651898,77.3568036
Green Restaurant,noida,chinese,low,1.0,0,0.0,0.0
2 Bros Kitchen,noida,north indian,medium,3.0,364,28.56952163,77.36176707
Baskin Robbins,noida,ice cream,low,3.5,12,28.561368,77.3607699
Big Bone - The Meat Shop,noida,raw meats,low,3.0,16,28.5692496,77.3618278
Biryani House,noida,biryani,low,3.0,9,28.56920834,77.36170672
China Hot,noida,chinese,low,3.0,22,28.5697922,77.3618487
City Hut,noida,north indian,medium,2.5,27,28.5615185,77.3591531
Defence Bakery,noida,bakery,low,3.5,117,28.5689914,77.361986
Dhabha 27,noida,mughlai,medium,3.0,5,28.5662049,77.3629392
Faasos,noida,north indian,medium,3.0,10,28.569412,77.3616483
Green Chick Chop,noida,raw meats,low,2.5,25,28.5692859,77.3618197
JSB Evergreen Cool Point,noida,north indian,low,3.0,56,28.569218,77.3620195
JSB Evergreen Snack & Sweets,noida,north indian,low,3.0,41,28.5693477,77.3619175
Keventers,noida,beverages,low,3.0,4,28.5614537,77.3609306
More Than Cafe,noida,cafe,low,3.5,39,28.569207,77.3618306
Mutfi,noida,north indian,medium,3.5,15,28.5613668,77.3603093
Nawabi Mughlai Zaika,noida,north indian,medium,3.0,34,28.561485,77.360265
Ovenstory Pizza,noida,pizza,medium,3.5,26,28.565118,77.366334
ProFit Kitchen,noida,healthy food,medium,3.5,21,28.5614308,77.3592512
Public Cafe,noida,fast food,low,2.5,13,28.56145334,77.35881027
The Chickmunks Express,noida,fast food,high,3.0,6,28.565447,77.360571
Time to Tea,noida,fast food,low,3.5,66,28.5689975,77.3620072
Twenty Four Seven,noida,fast food,low,3.0,6,28.5614837,77.3583449
Virundu,noida,south indian,low,3.0,10,28.5656,77.361169
Be Bhukkad,noida,north indian,medium,3.5,43,28.563578,77.363015
Behrouz Biryani,noida,biryani,medium,3.5,63,28.569307,77.361455
Bistro 365,noida,cafe,medium,3.5,27,28.56136235,77.36045983
Engineers Da Dhaba,noida,north indian,low,3.5,38,28.56132431,77.36013662
Hungry Minister,noida,continental,low,3.5,29,28.5615785,77.3522612
Kake Da Hotel,noida,north indian,medium,3.5,63,28.5612185,77.3612895
Biryani,noida,biryani,medium,1.0,1,28.57,77.36
C Cube,noida,american,medium,1.0,3,28.5692496,77.3618278
Chicago Pizza,noida,pizza,medium,1.0,1,28.5614537,77.3609306
Kettle & Kegs,noida,tea,low,1.0,2,28.569307,77.361455
Keventers,noida,beverages,low,1.0,0,28.5692053,77.3617807
Keventers,noida,beverages,low,1.0,2,28.5612563,77.358773
Navab's,noida,north indian,medium,1.0,0,0.0,0.0
Nawabi Mughlai Zaika Food Van,noida,north indian,low,1.0,1,0.0,0.0
NS Punjabi Swad,noida,north indian,low,1.0,0,0.0,0.0
Pitstop,noida,north indian,medium,1.0,2,28.5615028,77.3609755
Royal Spice Restaurant,noida,north indian,medium,1.0,3,28.5616434,77.3591363
Sethi's,noida,north indian,medium,1.0,0,0.0,0.0
Snacks Parties,noida,fast food,low,1.0,0,0.0,0.0
Peshawari Delux Restaurant,noida,north indian,medium,2.5,52,28.5689197,77.361974
WTF - World's Tastiest Food,noida,north indian,medium,2.5,5,28.56337153,77.35858697
Salato Salad Studio,noida,salad,medium,4.0,43,28.569279,77.362094
AB Fast N Food,noida,fast food,low,2.5,6,28.5546617,77.3374886
Cafe 44,noida,continental,medium,3.0,4,0.0,0.0
Cafe Onion Rings,noida,north indian,medium,3.0,52,28.56470841,77.3382907
Club 44,noida,north indian,medium,3.0,11,28.5580118,77.3321849
Indian Curry House,noida,north indian,medium,3.0,9,28.56198634,77.35743094
Krunchies,noida,fast food,low,2.5,19,28.5543914,77.3373827
Platefull,noida,north indian,medium,3.5,18,28.5579734,77.3323268
Sanghai Food,noida,chinese,low,3.0,15,28.5599265,77.3361665
Shadev Saini Dhaba,noida,north indian,low,3.0,7,28.560602,77.3400334
Wasim Biryani Center,noida,north indian,low,3.0,8,28.5607636,77.3400007
Hungry - I,noida,cafe,medium,3.5,431,28.5579975,77.3323527
Smoking Tikka,noida,north indian,medium,3.5,47,28.5545389,77.3385357
The Fusion Food Stand,noida,chinese,medium,4.0,40,28.5579718,77.3322975
44 Grills,noida,north indian,medium,1.0,0,28.554041,77.339363
Ammi's Kitchen,noida,mughlai,low,1.0,3,28.5584685,77.3305135
Bangali Restaurant,noida,north indian,medium,1.0,1,28.5541271,77.3374228
Home Cafe,noida,bakery,low,1.0,0,0.0,0.0
Hot Chilli Food Plaza,noida,north indian,medium,1.0,0,28.5585244,77.3431656
Kanak Kitchen,noida,north indian,low,1.0,0,28.5568248,77.33950197
Speziato Foods,noida,north indian,low,1.0,0,0.0,0.0
The Golden Spoon,noida,chinese,low,1.0,0,28.5538698,77.3367172
The Saffron Plant Restaurant,noida,chinese,medium,1.0,0,0.0,0.0
Zaika Tiffin Center,noida,north indian,low,1.0,1,0.0,0.0
#Urban Cafí©,noida,north indian,medium,3.5,49,28.5485744,77.3441526
Baked! Cakes & Desserts,noida,bakery,low,3.5,11,0.0,0.0
Quick Grabs,noida,north indian,medium,3.0,80,28.5489246,77.3440629
The Roll Van,noida,north indian,medium,3.0,4,28.5503712,77.3451396
Balaji Restaurant & Sweets,noida,south indian,low,1.0,1,0.0,0.0
Baskin Robbins,noida,ice cream,low,1.0,2,28.5498552,77.3444218
Baskin Robbins,noida,ice cream,low,1.0,0,28.5486331,77.3442694
Chandu Chat Bhandar,noida,street food,low,1.0,0,0.0,0.0
Foodies Park,noida,chinese,low,1.0,0,28.5509007,77.3425046
Noida Cakes Online,noida,bakery,low,3.0,9,28.5593943,77.3636066
The Epicureans,noida,north indian,medium,3.5,20,28.5480976,77.3728126
Bhojanam4u,noida,north indian,low,1.0,0,28.55065,77.3740358
Chocadoodledoo,noida,bakery,medium,1.0,0,0.0,0.0
Chocolate Therapy by Nishi,noida,bakery,low,1.0,3,28.55276,77.3724136
Cookie House,noida,bakery,low,1.0,1,28.5528331,77.3717413
Adhikari Fast Food Corner,noida,chinese,low,3.0,5,28.5572741,77.3678917
Amrit's Agni Multi Cuisine Restaurant,noida,north indian,medium,3.0,4,28.5574096,77.3676875
Punjabi Chaska,noida,north indian,medium,3.0,27,28.5571046,77.3681581
The Choco Shop,noida,bakery,medium,3.0,5,28.5571526,77.3682751
The Taste,noida,bakery,medium,3.0,7,28.5574263,77.3678243
Tibb's Frankie,noida,fast food,low,3.5,22,28.5551493,77.3727931
Amazing Burgers,noida,burger,low,1.0,1,28.5555893,77.3728518
Kitchen Express,noida,north indian,low,1.0,0,28.56072076,77.36971536
Domino's Pizza,noida,pizza,medium,2.5,38,28.5555542,77.3729825
Public Cafe,noida,fast food,low,2.5,7,28.5556159,77.373221
Chocopur,noida,bakery,medium,3.0,11,28.5573976,77.3719832
Sweta Restaurant,noida,north indian,low,3.0,61,28.5596943,77.3706065
Flames of Tandoor,noida,north indian,low,3.5,76,28.56042768,77.37059221
Shaivi's Kitchen,noida,north indian,low,1.0,0,28.5562369,77.375287
Kuppies,noida,bakery,low,4.0,89,28.5887703,77.3234175
The Urban Chulha,noida,north indian,low,3.5,87,28.5878734,77.3245004
Goyal Chhole Kulche Wala,noida,street food,low,1.0,0,28.59,77.32
Cafe Coffee Day,noida,cafe,low,2.5,42,28.5705134,77.3619175
Choco House,noida,desserts,low,3.5,18,28.5695102,77.361738
DCK- Dana Choga's Kitchen,noida,north indian,medium,2.5,340,28.5702613,77.3620969
Fresh and Fit Ghar Ka Khana,noida,north indian,low,3.0,10,28.5702807,77.3619772
Hungry Ullu,noida,fast food,medium,3.5,141,28.56872955,77.3640969
Khidmat,noida,north indian,medium,3.5,369,28.5699073,77.3621286
Lahori Restaurant,noida,north indian,medium,2.5,206,28.5705071,77.361983
New Chinese Chilli Sizzler,noida,chinese,low,2.5,53,28.5699059,77.3621117
Nirmala's,noida,north indian,low,3.5,51,28.5694331,77.3704026
Prime Bakery,noida,bakery,low,3.0,11,28.5709428,77.3864967
Royal Empire Meat Shop,noida,raw meats,low,3.5,29,28.5702866,77.362366
Southern Treat,noida,south indian,medium,3.0,113,28.5703509,77.3620969
Subway,noida,american,medium,2.5,165,28.5705134,77.3619175
The Chickmunks Cafí©,noida,fast food,medium,3.0,48,28.5706018,77.3623092
The FLIP Cafe,noida,italian,medium,2.5,147,28.5697892,77.3623212
Yo! China,noida,chinese,high,2.5,252,28.5703164,77.3620447
Gopala,noida,mithai,low,3.5,69,28.570872,77.3619175
R.I.P Cafe & Lounge,noida,cafe,medium,3.5,203,28.5699968,77.362497
Big Biryani,noida,biryani,low,1.0,0,0.0,0.0
Cupcakes & More,noida,bakery,low,1.0,0,28.57683772,77.37630514
Heavens Food Xprs,noida,north indian,medium,1.0,2,28.5699364,77.3624558
Parul's Cooking Hub,noida,north indian,low,1.0,0,28.5708889,77.3620969
Republic of Chicken,noida,raw meats,low,1.0,0,28.5694797,77.3852409
Somethings Sweet,noida,bakery,low,1.0,0,28.57,77.37
Chawla's_,noida,north indian,medium,2.5,91,28.5702613,77.3620969
Domino's Pizza,noida,pizza,medium,2.5,161,28.5699792,77.3621039
Nazeer Foods,noida,mughlai,medium,2.5,12,28.5704704,77.361896
Night Food Xprs,noida,north indian,medium,2.5,115,28.5702697,77.3621866
Pizza Hut Delivery,noida,italian,medium,2.5,173,28.5703849,77.3620973
The Caspian,noida,north indian,high,2.5,56,28.5708499,77.3624456
The Noodle Box Co.,noida,chinese,medium,2.5,137,28.5704635,77.3617899
WTF - World's Tastiest Food,noida,north indian,medium,2.5,21,28.5728,77.37062
Biryani By Kilo,noida,biryani,medium,4.0,126,28.5704559,77.3617829
Kalpak Restaurant & Cafe,noida,north indian,high,4.5,150,28.5704437,77.3625098
Theos,noida,desserts,medium,4.0,516,28.570603,77.3619175
Aamantran Bangla,noida,bengali,medium,2.5,27,28.5780783,77.3670311
Chung-Fu,noida,chinese,low,3.0,5,0.0,0.0
Paco Meals,noida,north indian,low,3.0,11,28.5582143,77.3674796
Reena Restaurant,noida,north indian,low,2.5,9,28.5782751,77.3624558
Sanskriti Foods,noida,north indian,medium,3.0,29,28.5832481,77.3676591
Biryani Vice,noida,north indian,medium,3.5,19,28.578194,77.369257
Dietwholic,noida,healthy food,medium,3.5,142,28.5782979,77.3693635
Goldenplates,noida,north indian,medium,3.5,33,28.5822417,77.3664928
Mishti's Kitchen,noida,chinese,medium,3.5,49,28.5781101,77.3692738
Shahenshah,noida,north indian,medium,3.5,61,28.5825191,77.3665825
Ayush Chicken Point,noida,north indian,low,1.0,0,28.5834992,77.3681633
Baby Got Bacon,noida,american,medium,1.0,0,0.0,0.0
Better Butter Chicken,noida,north indian,medium,1.0,0,0.0,0.0
Black Pepper,noida,north indian,medium,1.0,2,0.0,0.0
Chandni Chowk 2 China,noida,north indian,low,1.0,0,0.0,0.0
Choco N Lush,noida,bakery,medium,1.0,0,28.5783055,77.3672447
Friend's Restaurant,noida,north indian,medium,1.0,0,28.583972,77.3688983
Ghar Ka Khana,noida,north indian,low,1.0,1,28.58601,77.3722342
Ghar Ka Swad,noida,north indian,low,1.0,2,28.5862117,77.3722935
Kake Da Dhaba,noida,awadhi,low,1.0,2,0.0,0.0
Knight Kitchens,noida,north indian,low,1.0,1,28.5784302,77.3669408
Lucknow Heritage,noida,lucknowi,low,1.0,0,28.58,77.37
Momos Box,noida,tibetan,low,1.0,1,28.58168431,77.37454668
Raging Bull - The Spicy Punch,noida,mexican,medium,1.0,0,0.0,0.0
Second Home,noida,chinese,medium,1.0,3,28.5796721,77.3658648
The Big Buddha Grill,noida,cafe,medium,1.0,2,28.581868,77.366121
Whatslife.in,noida,north indian,medium,1.0,0,28.573306,77.3614962
Slice of Italy,noida,italian,medium,2.5,230,28.585893,77.3720794
Bebbe Da Degh,noida,north indian,medium,3.0,65,28.5867115,77.3625455
Chauhan Hotel,noida,north indian,low,3.0,11,28.5833075,77.367691
52 Food Express,noida,north indian,low,1.0,2,28.5864134,77.3681073
Delicious Treasure,noida,north indian,low,1.0,2,28.5879739,77.3655244
Shiv Murti Hotel,noida,north indian,low,1.0,0,28.5832178,77.3675487
Kaka Ji Restaurant,noida,north indian,medium,3.0,6,28.5906666,77.3607512
Lazzez's,noida,north indian,medium,3.0,25,28.5953748,77.3625937
Mithaas Sweets,noida,north indian,medium,3.0,39,28.5955626,77.362305
Mithaas,noida,north indian,medium,3.0,193,28.5863139,77.3630838
Tandoori Corner,noida,north indian,medium,2.5,9,28.5900318,77.3596121
Culinate,noida,continental,medium,4.0,200,28.5913835,77.365506
Haaochi,noida,chinese,medium,3.5,123,28.5878465,77.3631735
Bake Walkers,noida,bakery,low,1.0,0,28.5906666,77.3607512
Chacha Food Street,noida,north indian,low,1.0,1,28.59562,77.3623636
DudeFood,noida,north indian,low,1.0,2,28.5895874,77.3597643
Indian Special Hot Momos,noida,chinese,low,1.0,0,28.5866387,77.3627249
Kesarwa Bakez,noida,bakery,medium,1.0,2,28.5957812,77.3626452
Om Bikaner Sweets,noida,mithai,low,1.0,0,28.5866387,77.3627249
Sadda Adda 2 Cafe & Lounge,noida,cafe,low,1.0,0,28.586412,77.3631735
The Backyard Chef,noida,north indian,low,1.0,0,28.5906666,77.3607512
Veer Jee,noida,north indian,low,1.0,3,28.59569369,77.36209564
VP ki Kitchen,noida,north indian,low,1.0,0,28.5869987,77.3624115
Flying Cakes,noida,bakery,low,2.0,56,28.5955703,77.362366
Taste In Box,noida,north indian,medium,2.5,23,28.5956935,77.3623312
Snacks Point,noida,chinese,low,3.0,4,28.6070243,77.3469342
Sector 55 China Town,noida,chinese,low,1.0,0,28.606606,77.3470476
B Tamang Chineese,noida,chinese,low,3.0,4,28.6033018,77.3428293
Foodelicious,noida,north indian,medium,3.0,144,28.6033255,77.3427967
The Cake Masters,noida,bakery,medium,2.5,7,28.6032453,77.3429861
Food Hut,noida,north indian,low,1.0,0,28.603325,77.3427604
South Indian Snacks Stall,noida,south indian,low,1.0,0,28.6033137,77.3427275
Twenty Four Seven,noida,fast food,low,1.0,0,28.6005354,77.3545409
Barista,noida,cafe,medium,3.0,7,28.6045901,77.3576192
Barista,noida,cafe,medium,3.0,5,28.6048659,77.358741
The Gourmet Shack,noida,continental,medium,3.5,15,28.60756944,77.35685091
"Vanshika Indian, Chinese, & Parantha Corner",noida,chinese,low,3.0,29,28.6086827,77.3597643
Yes Bosz Food Plaza,noida,north indian,low,2.5,15,28.6072953,77.362444
A1 Restaurant,noida,north indian,medium,1.0,0,28.6101016,77.3533487
Aggarwal Sweets India,noida,mithai,low,1.0,0,28.61007,77.35318667
Chaska Food Hut,noida,north indian,low,1.0,0,28.6085274,77.3597207
Hasty Tasty Fast Food,noida,north indian,low,1.0,2,28.6057844,77.3625711
Pihu's Cafe,noida,fast food,low,1.0,1,0.0,0.0
Sanjay Pandit Bhojnalaya,noida,north indian,low,1.0,2,28.6099807,77.3532162
Sharma Hotel,noida,north indian,low,1.0,0,28.6097471,77.3528544
Shri G,noida,north indian,low,1.0,0,28.6100951,77.3533213
Nite Bites,noida,north indian,medium,2.5,8,28.6080732,77.3723239
Shankar Fast Food,noida,north indian,low,2.5,15,28.6088161,77.3626026
Shivam Fast Food,noida,north indian,low,3.0,12,28.6088444,77.3626134
Yumbo Bites,noida,fast food,low,3.0,10,28.6086461,77.3724933
Essen Foods,noida,north indian,medium,1.0,1,28.6095755,77.3781674
L'amore,noida,bakery,low,1.0,2,28.6081042,77.3724239
SPL Food Corner,noida,chinese,low,1.0,0,28.6084226,77.36256
Shree Ganesh M Cafe,noida,south indian,low,3.0,7,28.5920932,77.3178507
Chauhan Fast Food,noida,chinese,low,1.0,2,28.6047247,77.3624842
Right for Night,noida,north indian,low,1.0,0,0.0,0.0
Whatslife.in,noida,north indian,medium,1.0,0,28.6055225,77.3719027
BakeAffair,noida,bakery,low,3.5,30,0.0,0.0
Mirchievous,noida,north indian,medium,3.0,6,28.59345268,77.36473083
Cafe Coffee Day,noida,cafe,low,1.0,0,0.0,0.0
Green Vally Chiiness Food,noida,chinese,low,1.0,3,28.59566,77.362366
221 B Baker Street,noida,bakery,low,3.0,19,28.6142808,77.3716062
Binge Restaurant,noida,north indian,high,3.0,325,28.6127995,77.3625455
Boxmeal,noida,north indian,low,3.0,4,28.6181042,77.3698446
Brown Town,noida,bakery,low,2.5,11,28.6191966,77.370818
Cafe Coffee Day,noida,cafe,low,3.0,26,28.6127995,77.3625455
Cafe Coffee Day,noida,cafe,low,3.0,14,28.6127402,77.3666722
Cafe Green Apple,noida,north indian,low,3.0,16,28.6274956,77.374165
Cake Mandi,noida,bakery,medium,3.0,17,28.61083103,77.35402454
Chai Thela,noida,cafe,low,3.0,10,28.6127402,77.3666722
Chinese Chilli Sizzler,noida,chinese,low,3.0,5,28.6139194,77.371174
Delhi Biryani Hut,noida,biryani,low,2.5,9,28.6181215,77.3704181
Dev's Restaurant & Bar,noida,north indian,high,3.0,56,28.6142808,77.3716062
Doggy Style,noida,continental,medium,3.0,33,28.58167444,77.33747028
Domino's Pizza,noida,pizza,medium,2.5,118,28.62443114,77.37043262
